record_index,record_id,work_id,title,auto_level_source,auto_route_family_source,screen_priority_score_source,manual_queue_rank_source,final_level,include_final,exclusion_code,route_family_final,reviewer,review_basis,evidence_location,decision_notes,project_family_id,family_is_primary_work,family_grouping_basis,preferred_record_id,is_preferred_manifestation,dedup_rule
52,REC-3D12045BD8FEDC90,WORK-8DD6558656ACBA05,Overcurrent Protection for Gyrotrons in EAST ECRH System,B,,8,4,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3D12045BD8FEDC90:title+abstract,The abstract uses an antifuse FPGA solely for gyrotron overcurrent protection and contains no machine-learning inference contribution.,,False,,REC-3D12045BD8FEDC90,True,unique
53,REC-805602F7D1C60B60,WORK-F9C3FAB92E404FF2,OCTAD-S: Digital Fast Fourier Transform Spectrometers by FPGA,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-805602F7D1C60B60:title+abstract,"The abstract centers on an unrelated workload (We have developed a digital fast Fourier transform (FFT) spectrometer made of an analog-to-digital converter (ADC) and a field-programmable gate…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-805602F7D1C60B60,True,unique
54,REC-49F3AB6C20566E0A,WORK-3CDFC4FB79A17CE0,Dense Disparity Estimation in Ego-motion Reduced Search Space,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-49F3AB6C20566E0A:title+abstract,"The abstract centers on an unrelated workload (Depth estimation from stereo images remains a challenge even though studied for decades) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-49F3AB6C20566E0A,True,unique
55,REC-C174DDF6D468F0A5,WORK-E1E002D440E358CD,CirCNN: Accelerating and Compressing Deep Neural Networks Using Block-CirculantWeight Matrices,X,,5,6,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C174DDF6D468F0A5:title+abstract,"CirCNN maps block-circulant weight matrices to FFT-based FPGA inference, a structured linear-layer compression technique with direct transfer potential.",PF-7B468975B0941E42,True,single_work_family; no explicit cross-work release or extension evidence,REC-C174DDF6D468F0A5,True,unique
56,REC-6B8F0EBD4ABBF3A2,WORK-E487237F3935193E,The UTMOST: A hybrid digital signal processor transforms the MOST,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6B8F0EBD4ABBF3A2:title+abstract,"The abstract centers on an unrelated workload (The Molonglo Observatory Synthesis Telescope (MOST) is an 18,000 square meter radio telescope situated some 40 km from the city…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-6B8F0EBD4ABBF3A2,True,unique
57,REC-0328D92B8D7AB525,WORK-5375E0878CA96251,Online Data Reduction for the Belle II Experiment using DATCON,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0328D92B8D7AB525:title+abstract,"The abstract centers on an unrelated workload (The new Belle II experiment at the asymmetric $e^+ e^-$ accelerator SuperKEKB at KEK in Japan is designed to deliver…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-0328D92B8D7AB525,True,unique
58,REC-380484F40BC5E6D9,WORK-371252DF9447C812,A Single-Channel Architecture for Algebraic Integer Based 8$\times$8 2-D DCT Computation,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-380484F40BC5E6D9:title+abstract,"The abstract centers on an unrelated workload (An area efficient row-parallel architecture is proposed for the real-time implementation of bivariate algebraic integer (AI) encoded 2-D discrete cosine…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-380484F40BC5E6D9,True,unique
59,REC-71655A79D4851161,WORK-F9B522EB29EE29BE,The implementation of a Deep Recurrent Neural Network Language Model on a Xilinx FPGA,X,OVERLAY,5,6,B,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-71655A79D4851161:title+abstract,The work deploys a deep recurrent language model and an AXI-stream Overlay accelerator on a PYNQ FPGA board.,PF-8CE3B904E4AE4033,True,single_work_family; no explicit cross-work release or extension evidence,REC-71655A79D4851161,True,unique
60,REC-BB06084936167C6D,WORK-3B88C583AF93E270,VLSI Computational Architectures for the Arithmetic Cosine Transform,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BB06084936167C6D:title+abstract,"The abstract centers on an unrelated workload (The discrete cosine transform (DCT) is a widely-used and important signal processing tool employed in a plethora of applications) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-BB06084936167C6D,True,unique
61,REC-3570BA8F2CBFC43F,WORK-9BB87D81581CB10A,Domain-Specific Acceleration and Auto-Parallelization of Legacy Scientific Code in FORTRAN 77 using Source-to-Source Compilation,X,,5,6,D,True,,,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-3570BA8F2CBFC43F:title+abstract;LLM-inference-on-FPGA-papers/papers/1711.04471v1.pdf#text-search=""complete OpenCL-enabled code base""","The source-to-source compiler generates complete parallel OpenCL host and kernel code, but the reported execution evidence is GPU-only.",PF-4C8388F5435CC30A,True,single_work_family; no explicit cross-work release or extension evidence,REC-3570BA8F2CBFC43F,True,unique
62,REC-794B4806F5632532,WORK-C4538805C17BB756,P4-compatible High-level Synthesis of Low Latency 100 Gb/s Streaming Packet Parsers in FPGAs,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-794B4806F5632532:title+abstract,A P4 parser graph is transformed into templated C++ and then Vivado-HLS RTL for a Virtex-7 FPGA.,PF-8DB57F4A66DD8BF5,True,single_work_family; no explicit cross-work release or extension evidence,REC-794B4806F5632532,True,unique
63,REC-193C307FD04D33A3,WORK-E7D5B9C603AB1C6E,fpgaConvNet: A Toolflow for Mapping Diverse Convolutional Neural Networks on Embedded FPGAs,X,DATAFLOW,7,6,C,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-193C307FD04D33A3:title+abstract,fpgaConvNet is an end-to-end SDF toolflow that explores a model design space and generates FPGA hardware from high-level network specifications.,PF-1B9CACD5937E6AD6,True,single_work_family; no explicit cross-work release or extension evidence,REC-193C307FD04D33A3,True,unique
64,REC-ACAB157CC9F0D857,WORK-8FBAE8318B23CB6D,FPGA with Improved Routability and Robustness in 130nm CMOS with Open-Source CAD Targetability,X,PARAMETERIZED_RTL,5,6,C,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-ACAB157CC9F0D857:title+abstract;LLM-inference-on-FPGA-papers/papers/1712.03411v1.pdf#text-search=""complete, open-source FPGA design methodology""",The open-source VTR extension converts Verilog through synthesis and placement into a deployable bitstream for a fabricated FPGA.,PF-01C7A8F66F1BFE50,True,single_work_family; no explicit cross-work release or extension evidence,REC-ACAB157CC9F0D857,True,unique
65,REC-0E5CD4ABE22322D8,WORK-674CDDB57508D5CE,Tactics to Directly Map CNN graphs on Embedded FPGAs,D,,7,5,C,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0E5CD4ABE22322D8:title+abstract,The abstract states that HADDOC2 automatically transforms a CNN description into synthesizable platform-independent hardware.,PF-CD8EA09A1F567830,True,single_work_family; no explicit cross-work release or extension evidence,REC-0E5CD4ABE22322D8,True,unique
66,REC-14F5886A00FF13FD,WORK-6224C75A0641DA91,HGum: Messaging Framework for Hardware Accelerators,X,,5,6,D,True,,,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-14F5886A00FF13FD:title+abstract;LLM-inference-on-FPGA-papers/papers/1801.06541v1.pdf#text-search=""automatically generating serialization and deserialization hardware""","HGum generates FPGA serialization and deserialization logic from message schemas, directly supporting accelerator host and inter-FPGA interfaces.",PF-90E9933D51396213,True,single_work_family; no explicit cross-work release or extension evidence,REC-14F5886A00FF13FD,True,unique
67,REC-478BAE4ECE99CA8F,WORK-8BB80F97035C469D,Technical Report about Tiramisu: a Three-Layered Abstraction for Hiding Hardware Complexity from DSL Compilers,D,,7,5,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-478BAE4ECE99CA8F:title+abstract,The abstract presents Tiramisu as a three-level compiler IR that generates efficient code for FPGAs from DSL programs.,PF-3F8348BAC8EEAC79,True,single_work_family; no explicit cross-work release or extension evidence,REC-478BAE4ECE99CA8F,True,unique
68,REC-2A1F549319EB2EEB,WORK-5D851E6C82923FAD,Segmented Successive Cancellation List Polar Decoding with Tailored CRC,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2A1F549319EB2EEB:title+abstract,"The abstract centers on an unrelated workload (As the first error correction codes provably achieving the symmetric capacity of binary-input discrete memory-less channels (B-DMCs), polar codes have…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-2A1F549319EB2EEB,True,unique
69,REC-1C2BC4282AF1A5AD,WORK-08C70DB9C38C8FD7,Hardware Implementation of a Fast Algorithm for the Reconstruction of Muon Tracks in ATLAS Muon Drift-Tube Chambers for the First-Level Muon Trigger at the HL-LHC,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1C2BC4282AF1A5AD:title+abstract,"The abstract centers on an unrelated workload (The High-Luminosity LHC will provide the unique opportunity to explore the nature of physics beyond the Standard Model of strong…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-1C2BC4282AF1A5AD,True,unique
70,REC-DF772EB64BB5C76B,WORK-F21D14E4841D374F,C-LSTM: Enabling Efficient LSTM using Structured Compression Techniques on FPGAs,X,,5,6,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DF772EB64BB5C76B:title+abstract,"C-LSTM combines block-circulant structured compression, FFT multiplication, quantization, and an automatic FPGA implementation framework.",PF-9E009925558D6743,True,single_work_family; no explicit cross-work release or extension evidence,REC-DF772EB64BB5C76B,True,unique
71,REC-38831414C8CA227A,WORK-EC7BEE73D212E888,Face Recognition with Hybrid Efficient Convolution Algorithms on FPGAs,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-38831414C8CA227A:title+abstract,"The abstract reports a configurable FaceNet FPGA IP system implemented with HLS, providing a concrete model-to-hardware route.",PF-96AF3A4A03B33D3C,True,single_work_family; no explicit cross-work release or extension evidence,REC-38831414C8CA227A,True,unique
72,REC-95E67C186BC2B316,WORK-EFDC36E8E07E67A9,Exploring Hyper-Parameter Optimization for Neural Machine Translation on GPU Architectures,X,,2,6,X,False,X_TRAINING_ONLY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-95E67C186BC2B316:title+abstract,"The abstract centers on training or training-data preparation (Neural machine translation (NMT) has been accelerated by deep learning neural networks over statistical-based approaches, due to the plethora and…) and supplies no transferable FPGA inference implementation.",,False,,REC-95E67C186BC2B316,True,unique
73,REC-35A5F4E0194903D4,WORK-F9CDE7DDB4928808,FPGA Implementation of pipeline Digit-Slicing Multiplier-Less Radix 2 power of 2 DIF SDF Butterfly for Fourier Transform Structure,X,PARAMETERIZED_RTL,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-35A5F4E0194903D4:title+abstract,"The abstract centers on an unrelated workload (The need for wireless communication has driven the communication systems to high performance) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-35A5F4E0194903D4,True,unique
74,REC-F6A6EB8FD7251DAD,WORK-0201D83E77165AFC,Novel Architecture of Pipeline Radix 2 power of 2 SDF FFT Based on Digit-Slicing Technique,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F6A6EB8FD7251DAD:title+abstract,"The abstract centers on an unrelated workload (The prevalent need for very high-speed digital signals processing in wireless communications has driven the communications system to high-performance levels) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-F6A6EB8FD7251DAD,True,unique
75,REC-49F671D93D450AD9,WORK-6756FCE43DDDDD4E,On-Chip Implementation of Pipeline Digit-Slicing Multiplier-Less Butterfly for Fast Fourier Transform Architecture,X,PARAMETERIZED_RTL,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-49F671D93D450AD9:title+abstract,"The abstract centers on an unrelated workload (The need for wireless communication has driven the communication systems to high performance) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-49F671D93D450AD9,True,unique
76,REC-FEAE1D67589AD270,WORK-738531F1F70DB91B,The Effect of the Digit Slicing Architecture on the FFT Butterfly,X,PARAMETERIZED_RTL,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FEAE1D67589AD270:title+abstract,"The abstract centers on an unrelated workload (Most communications systems tend to achieve bandwidth, power and cost efficiencies to capable to describe modulation scheme) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-FEAE1D67589AD270,True,unique
77,REC-AAFC038BCBE50BB1,WORK-2F75271994F66A4D,Low-complexity 8-point DCT Approximation Based on Angle Similarity for Image and Video Coding,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AAFC038BCBE50BB1:title+abstract,"The abstract centers on an unrelated workload (The principal component analysis (PCA) is widely used for data decorrelation and dimensionality reduction) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-AAFC038BCBE50BB1,True,unique
