record_index,record_id,work_id,title,auto_level,screen_priority_score,final_level,exclusion_code,reviewer,review_basis,evidence_location,decision_notes,preferred_record_id,is_preferred_manifestation,dedup_rule,preferred_manifestation_rationale
430,REC-10744E88807F3025,WORK-F9BEB64E51C0FD3F,MailoHLS: Multi-Adapter Structure-Aware Learning for Pareto-Driven HLS Pragma Optimization,B,12,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-10744E88807F3025:title+abstract,The abstract uses an LLM and graph model to choose HLS pragmas and optimize FPGA designs.,REC-10744E88807F3025,True,unique,latest non-withdrawn preprint
431,REC-3997FA16D99A7164,WORK-0C5876E71D35C1A4,Towards Autonomous Accelerator Design: FPGA Accelerator Generation with SECDA,A,11,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3997FA16D99A7164:title+abstract,"SECDA-DSE uses an LLM to generate and explore FPGA accelerator designs for simple kernels, making the LLM part of EDA automation.",REC-3997FA16D99A7164,True,unique,latest non-withdrawn preprint
435,REC-72DC5BAC04D90C54,WORK-0139482664CC6D3D,Comparative Performance Analysis of NIST PQC Standards: From STM32 Software Limitations to FPGA-SoC Acceleration,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-72DC5BAC04D90C54:title+abstract,The FPGA-SoC accelerates Dilithium NTT for post-quantum signatures and provides no LM-relevant hardware path.,REC-72DC5BAC04D90C54,True,unique,peer-reviewed manifestation; latest version breaks ties
436,REC-1C97721CCD37B094,WORK-C17F1C5F4F33655A,NeuronFabric: A Software Reference Architecture for On-Chip Transformer Training with Local Adam,B,5,X,X_TRAINING_ONLY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1C97721CCD37B094:title+abstract,The abstract explicitly provides only a software reference for future on-chip Transformer training and states that no FPGA measurements are included.,REC-1C97721CCD37B094,True,unique,latest non-withdrawn preprint
437,REC-0EFADB30331858A2,WORK-7A99FC1B33CD890B,A High-Precision Frequency Locking Method Based on All-Phase FFT Demonstrated on a Crystal Oscillator with Rubidium Clock Reference,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0EFADB30331858A2:title+abstract,"The abstract centers on an unrelated workload (This article proposes a novel frequency-locking method based on frequency-domain unbiased phase estimation (FDUPE) for high-precision frequency control) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-0EFADB30331858A2,True,unique,latest non-withdrawn preprint
440,REC-63FB82EAD3C7188A,WORK-52B6DB71CE1A8E32,"CHIA: An open-source framework for principled, agentic AI-driven hardware/software co-design research",B,9,X,X_DUPLICATE,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-63FB82EAD3C7188A:title+abstract,The title and abstract duplicate preferred record REC-922C6E25EEDB6165 and the mapping marks this v2 manifestation as an exact-arXiv duplicate.,REC-922C6E25EEDB6165,False,exact_arxiv,latest non-withdrawn preprint
441,REC-922C6E25EEDB6165,WORK-52B6DB71CE1A8E32,"CHIA: An open-source framework for principled, agentic AI-driven hardware/software co-design research",B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-922C6E25EEDB6165:title+abstract,The abstract uses agentic AI for RTL implementation simulation alignment and architecture optimization across FPGA and ASIC tools.,REC-922C6E25EEDB6165,True,preferred_manifestation,latest non-withdrawn preprint
444,REC-108DD28A7C9AB62D,WORK-87033E0A8219A09D,High-Performance NTT Accelerators for PQC leveraging Unified Redundant Arithmetic and Fine-Tuned Microarchitecture,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-108DD28A7C9AB62D:title+abstract,"The optimized butterflies, redundant arithmetic, and Montgomery multipliers target PQC NTT/INTT rather than transformer computation.",REC-108DD28A7C9AB62D,True,unique,latest non-withdrawn preprint
446,REC-DCFB2D3622A71A68,WORK-D3E4F7D8ADDAB7E9,Hardware-Enforced Semantic Coordination for Safety-Critical Real-Time Autonomous Systems,B,9,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DCFB2D3622A71A68:title+abstract,The abstract maps only autonomous-system coordination semantics to FPGA while leaving LLM reasoning in software and performs no model inference.,REC-DCFB2D3622A71A68,True,unique,latest non-withdrawn preprint
448,REC-EA143A4A252C95C7,WORK-21314B2F4925C448,Quantum Software Engineering in Practice: FPGA and AI Integration for Quantum Certification,B,9,X,X_NO_EVIDENCE,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EA143A4A252C95C7:title+abstract,The abstract reports only ideal quantum simulation with LLM-guided optimization and defers FPGA or real-device certification to future work.,REC-EA143A4A252C95C7,True,unique,latest non-withdrawn preprint
450,REC-6A586600EEDCB118,WORK-8D9EF9A9E1E53F36,Effectiveness of Using Remote Laboratory in Promoting Simulation and Verification Tools,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6A586600EEDCB118:title+abstract,"The abstract centers on an unrelated workload (The transition to remote learning during the pandemic has necessitated the development of new methods for conducting hands-on experiments) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-6A586600EEDCB118,True,unique,peer-reviewed manifestation; latest version breaks ties
454,REC-3D8BAE87506248E2,WORK-0D2A08EACB2F8B91,PIP-NTT: Towards a Scalable Memory-Parallelized Accelerator for Iterative NTT in PQC,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3D8BAE87506248E2:title+abstract,PIP-NTT is a memory-parallelized iterative NTT accelerator specialized for post-quantum cryptography.,REC-3D8BAE87506248E2,True,unique,latest non-withdrawn preprint
455,REC-9293F046B0D112DC,WORK-EE23639BCF888EF2,Advances in Wavelet Denoising for Communication Signals: From Parameter Selection Toward Data-Driven Optimization,D,7,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-9293F046B0D112DC:title+abstract,The title and abstract identify a PRISMA-aligned review of wavelet denoising with an unrelated OFDM benchmark.,REC-9293F046B0D112DC,True,unique,latest non-withdrawn preprint
457,REC-05CE8CF08628F250,WORK-1BC18618FBC2578A,VPR-Evolve: Multi-Agent-Driven Algorithm Evolution for FPGA Place and Route,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-05CE8CF08628F250:title+abstract,The abstract uses LLM agents to modify and optimize the VPR FPGA place-and-route source code.,REC-05CE8CF08628F250,True,unique,latest non-withdrawn preprint
458,REC-EAAAF4FE370E17FC,WORK-29BB177BBFFA63F4,Machine-Learning-Based Waveform Discrimination in the Front-End Electronics of the Belle II Central Drift Chamber for Cross-Talk Noise Reduction,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EAAAF4FE370E17FC:title+abstract,"The abstract centers on an unrelated workload (Machine learning (ML) inference on FPGAs has been widely adopted in real-time triggering of collider experiments for detector signature identification) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-EAAAF4FE370E17FC,True,unique,latest non-withdrawn preprint
459,REC-BA4F44A6E9632049,WORK-264D264CABCBD741,FinHardBench: Can LLMs Generate Latency-Aware Hardware for Financial Computing?,B,6,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BA4F44A6E9632049:title+abstract,The abstract benchmarks LLM generation and optimization of latency-aware financial FPGA hardware.,REC-BA4F44A6E9632049,True,unique,latest non-withdrawn preprint
