arxiv_id,base_arxiv_id,title,published_year,primary_category,all_categories,pdf_path,pdf_sha256,pdf_pages,pdf_scanned,pdf_status,survey_scope,llm_relevance_hits,llm_relevance_score,mlir_circt_level,mlir_circt_hits,mlir_circt_pages,mlir_circt_evidence,hls_level,hls_hits,hls_pages,hls_evidence,overlay_level,overlay_hits,overlay_pages,overlay_evidence,param_rtl_level,param_rtl_hits,param_rtl_pages,param_rtl_evidence,dataflow_level,dataflow_hits,dataflow_pages,dataflow_evidence,cpu_fpga_fallback_level,cpu_fpga_fallback_hits,cpu_fpga_fallback_pages,cpu_fpga_fallback_evidence,realistically_reusable,top_route_candidates,route_notes
1606.05562v1,1606.05562,An Orthogonal 16-point Approximate DCT for Image and Video Compression,2016,cs.IT,cs.IT|cs.AR|math.NA|stat.ME,LLM-inference-on-FPGA-papers/papers/1606.05562v1.pdf,91130e36d7a527c73ed8516b35f8ec42eaaf18443c40dcfadfa94b6834d2c13d,18,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,low,hardware description,hardware description@p11,hardware description@p11,none,,,,low,ps ,"ps @p11,12","ps @p11,12",low,param_rtl:low;cpu_fpga_fallback:low,param_rtl:low via hardware description@p11
1606.06451v1,1606.06451,High Level Synthesis with a Dataflow Architectural Template,2016,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/1606.06451v1.pdf,b7ab6c0707e284a1bf4cd40365d57270183e0de203620922a301cef592da2ee4,6,yes,ok,full_paper,token,0.09,low,llvm,"llvm@p4,6","llvm@p4,6",high,high-level synthesis;high level synthesis; hls;vivado hls;llvm,"high-level synthesis@p1,6;high level synthesis@p1,6; hls@p1,2,4,5,6;vivado hls@p2,4,5,6;llvm@p4,6","high-level synthesis@p1,6;high level synthesis@p1,6;hls@p1,2,4,5,6;vivado hls@p2,4,5,6;llvm@p4,6",medium,overlay;microarchitecture,"overlay@p1,2,3,4,5,6;microarchitecture@p6","overlay@p1,2,3,4,5,6;microarchitecture@p6",medium, rtl;synthesizable, rtl@p4;synthesizable@p4,rtl@p4;synthesizable@p4,high,dataflow;streaming;pipeline,"dataflow@p1,2,3,4,5,6;streaming@p1,4;pipeline@p1,2,3,4,5,6","dataflow@p1,2,3,4,5,6;streaming@p1,4;pipeline@p1,2,3,4,5,6",medium,ps ;processing system,"ps @p1,2,4,5;processing system@p4,5","ps @p1,2,4,5;processing system@p4,5",high,hls:high;dataflow:high;param_rtl:medium,"hls:high via high-level synthesis@p1,6;high level synthesis@p1,6; hls@p1,2,4,5,6;vivado hls@p2,4,5,6;llvm@p4,6"
1606.07414v1,1606.07414,Multiplierless 16-point DCT Approximation for Low-complexity Image and Video Coding,2016,cs.CV,cs.CV|cs.MM|math.NA|stat.ME,LLM-inference-on-FPGA-papers/papers/1606.07414v1.pdf,21884b94c4a7ea1dd7ae974eb0fe07fd8053ecbeaad522c1d833e02f79f88f5e,12,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,none,,,,low,ps ,"ps @p3,8","ps @p3,8",low,cpu_fpga_fallback:low,"cpu_fpga_fallback:low via ps @p3,8"
1607.04549v2,1607.04549,DiaSys: Improving SoC Insight Through On-Chip Diagnosis,2016,cs.DC,cs.DC|cs.AR|cs.SE,LLM-inference-on-FPGA-papers/papers/1607.04549v2.pdf,17e9917d9544b730085a6aa03e75405367bd4c5903718cd62c565d6c307b9be8,14,yes,ok,full_paper,decode,0.09,none,,,,none,,,,none,,,,none,,,,low,dataflow,"dataflow@p1,3,4","dataflow@p1,3,4",high, cpu;host;ps ," cpu@p1,2,3,4,5,6,7,8,9,10,11,12,13;host@p1,2,4,5,6,7,9,10,12,13;ps @p3,12","cpu@p1,2,3,4,5,6,7,8,9,10,11,12,13;host@p1,2,4,5,6,7,9,10,12,13;ps @p3,12",high,cpu_fpga_fallback:high;dataflow:low,"cpu_fpga_fallback:high via  cpu@p1,2,3,4,5,6,7,8,9,10,11,12,13;host@p1,2,4,5,6,7,9,10,12,13;ps @p3,12"
1607.04663v1,1607.04663,Inter-Technology Backscatter: Towards Internet Connectivity for Implanted Devices,2016,cs.NI,cs.NI,LLM-inference-on-FPGA-papers/papers/1607.04663v1.pdf,a6e6748db580ef09fe58e515556013977d54c5c65a8cd682618cf4c2d9ef59c5,15,yes,ok,full_paper,decode,0.09,none,,,,none,,,,none,,,,medium,verilog; rtl,"verilog@p7,8; rtl@p13","verilog@p7,8;rtl@p13",none,,,,low,ps ,"ps @p1,2,3,4,5,8,9,10,11,12","ps @p1,2,3,4,5,8,9,10,11,12",medium,param_rtl:medium;cpu_fpga_fallback:low,"param_rtl:medium via verilog@p7,8; rtl@p13"
1609.07630v4,1609.07630,Low-complexity Image and Video Coding Based on an Approximate Discrete Tchebichef Transform,2016,cs.MM,cs.MM|cs.CV|cs.DS|stat.CO|stat.ME,LLM-inference-on-FPGA-papers/papers/1609.07630v4.pdf,5799c3b3005ce66e5d2cdf66e43bac5e58ee02869215ce945b6d0c014c293b1d,11,yes,ok,full_paper,decode,0.09,medium,tensor;affine,tensor@p8;affine@p10,tensor@p8;affine@p10,none,,,,none,,,,none,,,,low,streaming,"streaming@p1,8,10","streaming@p1,8,10",low,ps ,"ps @p4,6","ps @p4,6",medium,mlir_circt:medium;dataflow:low;cpu_fpga_fallback:low,mlir_circt:medium via tensor@p8;affine@p10
1609.07750v1,1609.07750,Accurate and Efficient Hyperbolic Tangent Activation Function on FPGA using the DCT Interpolation Filter,2016,cs.NE,cs.NE|cs.LG,LLM-inference-on-FPGA-papers/papers/1609.07750v1.pdf,8ce05c9e3ae389423d957d9529f1a9c5559d69aba4fb4d0964877977dfc37fbe,8,yes,ok,full_paper,decode,0.09,none,,,,none,,,,none,,,,none,,,,none,,,,medium,hybrid;ps ,"hybrid@p2,8;ps @p5","hybrid@p2,8;ps @p5",medium,cpu_fpga_fallback:medium,"cpu_fpga_fallback:medium via hybrid@p2,8;ps @p5"
1609.08192v1,1609.08192,FPGA Implementation of High Speed Reconfigurable Filter Bank for Multi-standard Wireless Communication Receivers,2016,cs.IT,cs.IT|cs.AR,LLM-inference-on-FPGA-papers/papers/1609.08192v1.pdf,5b9e1e61e86a1b2ad38c034d6305381f89be52616ae95effa9884b20ea4f2df5,5,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,low,pipeline,pipeline@p1,pipeline@p1,none,,,,low,dataflow:low,dataflow:low via pipeline@p1
1610.00552v1,1610.00552,FPGA-Based Low-Power Speech Recognition with Recurrent Neural Networks,2016,cs.CL,cs.CL|cs.LG|cs.SD,LLM-inference-on-FPGA-papers/papers/1610.00552v1.pdf,a849c395e9c2a3363676e0917001e266f009665b9723aa29517dbc6014e0fc32,7,yes,ok,full_paper,decode;inference,0.18,none,,,,none,,,,none,,,,none,,,,none,,,,high,hybrid; cpu;ps ;processing system,"hybrid@p1,2; cpu@p3,5;ps @p3;processing system@p6","hybrid@p1,2;cpu@p3,5;ps @p3;processing system@p6",high,cpu_fpga_fallback:high,"cpu_fpga_fallback:high via hybrid@p1,2; cpu@p3,5;ps @p3;processing system@p6"
1612.00807v1,1612.00807,Energy-efficient 8-point DCT Approximations: Theory and Hardware Architectures,2016,cs.MM,cs.MM|cs.DS|stat.CO,LLM-inference-on-FPGA-papers/papers/1612.00807v1.pdf,ffb76c26d9797a2924803535c69930d440c0123f8d1e5dd9d279fbaee4580d45,21,yes,ok,full_paper,attention,0.09,none,,,,none,,,,none,,,,low,hardware description,hardware description@p15,hardware description@p15,low,systolic,systolic@p1,systolic@p1,low,ps ,"ps @p3,12","ps @p3,12",low,param_rtl:low;dataflow:low;cpu_fpga_fallback:low,param_rtl:low via hardware description@p15
1612.04470v1,1612.04470,Efficient Realization of Householder Transform through Algorithm-Architecture Co-design for Acceleration of QR Factorization,2016,cs.PF,cs.PF|cs.MS,LLM-inference-on-FPGA-papers/papers/1612.04470v1.pdf,4c9500fe2e6011e5146a791d357b94d6801e35a569b77deb60e638177ffb783e,14,yes,ok,full_paper,,0.00,none,,,,none,,,,low,micro architecture,micro architecture@p5,micro architecture@p5,none,,,,low,memory hierarchy,"memory hierarchy@p4,5","memory hierarchy@p4,5",high,co-design;ps ;heterogeneous; cpu,"co-design@p1,2,3,9,10,13;ps @p3,5,6,7,8,10,11;heterogeneous@p4,14; cpu@p13","co-design@p1,2,3,9,10,13;ps @p3,5,6,7,8,10,11;heterogeneous@p4,14;cpu@p13",low,cpu_fpga_fallback:high;overlay:low;dataflow:low,"cpu_fpga_fallback:high via co-design@p1,2,3,9,10,13;ps @p3,5,6,7,8,10,11;heterogeneous@p4,14; cpu@p13"
1701.03534v1,1701.03534,An OpenCL(TM) Deep Learning Accelerator on Arria 10,2017,cs.DC,cs.DC|cs.AR|cs.CV,LLM-inference-on-FPGA-papers/papers/1701.03534v1.pdf,ce8747c4f23819be5028a6f0888b7ad87fe145928dc8f815b115db060bb75082,10,yes,ok,full_paper,attention;inference,0.18,none,,,,none,,,,none,,,,none,,,,medium,streaming;pipeline,"streaming@p5;pipeline@p5,8,9","streaming@p5;pipeline@p5,8,9",high,ps ; cpu;host;processing system;heterogeneous,"ps @p1,2,3,4,5,6,7,8,9,10; cpu@p2;host@p3,8,9;processing system@p10;heterogeneous@p10","ps @p1,2,3,4,5,6,7,8,9,10;cpu@p2;host@p3,8,9;processing system@p10;heterogeneous@p10",high,cpu_fpga_fallback:high;dataflow:medium,"cpu_fpga_fallback:high via ps @p1,2,3,4,5,6,7,8,9,10; cpu@p2;host@p3,8,9;processing system@p10;heterogeneous@p10"
1702.01805v1,1702.01805,A Digital Hardware Fast Algorithm and FPGA-based Prototype for a Novel 16-point Approximate DCT for Image Compression Applications,2017,cs.MM,cs.MM|cs.AR|cs.DS|cs.IT|stat.ME,LLM-inference-on-FPGA-papers/papers/1702.01805v1.pdf,426777e9888f79c5a5d2b65413206866bb1f69454cf15500d64c5e3f0725c1a5,17,yes,ok,full_paper,attention,0.09,none,,,,none,,,,none,,,,none,,,,none,,,,low,ps ,ps @p10,ps @p10,low,cpu_fpga_fallback:low,cpu_fpga_fallback:low via ps @p10
1705.04543v3,1705.04543,Hardware Automated Dataflow Deployment of CNNs,2017,cs.OH,cs.OH,LLM-inference-on-FPGA-papers/papers/1705.04543v3.pdf,19edba1779e7a5ca8d897d97e5d07c3d5d772334b863462ef0fdb932b50eef5c,17,yes,ok,full_paper,token;inference,0.18,low,tensor,tensor@p4,tensor@p4,medium, hls;high-level synthesis," hls@p13,14;high-level synthesis@p14","hls@p13,14;high-level synthesis@p14",none,,,,high,hardware description;vhdl; rtl,"hardware description@p2,12;vhdl@p3,9,10,11; rtl@p11,14","hardware description@p2,12;vhdl@p3,9,10,11;rtl@p11,14",high,dataflow;pipeline;tiling,"dataflow@p1,3,5,7,10,12,13,14,15,16;pipeline@p4,7,9,13;tiling@p13","dataflow@p1,3,5,7,10,12,13,14,15,16;pipeline@p4,7,9,13;tiling@p13",high,ps ; cpu;processing system,"ps @p3,4,5,12,13; cpu@p12;processing system@p16","ps @p3,4,5,12,13;cpu@p12;processing system@p16",high,param_rtl:high;dataflow:high;cpu_fpga_fallback:high,"param_rtl:high via hardware description@p2,12;vhdl@p3,9,10,11; rtl@p11,14"
1705.09893v1,1705.09893,Overcurrent Protection for Gyrotrons in EAST ECRH System,2017,physics.ins-det,physics.ins-det,LLM-inference-on-FPGA-papers/papers/1705.09893v1.pdf,56df75bda1ea8870c2d18d0158fba0584c198dd43e5cc5a325a441aa5cd79cfc,8,yes,ok,full_paper,transformer,0.09,none,,,,none,,,,none,,,,none,,,,none,,,,low,host,host@p3,host@p3,low,cpu_fpga_fallback:low,cpu_fpga_fallback:low via host@p3
1706.08863v1,1706.08863,OCTAD-S: Digital Fast Fourier Transform Spectrometers by FPGA,2017,astro-ph.IM,astro-ph.IM|astro-ph.SR,LLM-inference-on-FPGA-papers/papers/1706.08863v1.pdf,45001a485827031ef778b72df364f096f7cab92ae42840b1886119d77e7b23a7,20,yes,ok,full_paper,decode,0.09,none,,,,none,,,,none,,,,none,,,,low,pipeline,pipeline@p6,pipeline@p6,medium,ps ;host,"ps @p8;host@p9,17,18","ps @p8;host@p9,17,18",medium,cpu_fpga_fallback:medium;dataflow:low,"cpu_fpga_fallback:medium via ps @p8;host@p9,17,18"
1708.06301v1,1708.06301,Dense Disparity Estimation in Ego-motion Reduced Search Space,2017,cs.RO,cs.RO,LLM-inference-on-FPGA-papers/papers/1708.06301v1.pdf,25bbb1e92f0d9a676e5b10e96395a603e15c3ea7cfb046815ac342a494730454,6,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,none,,,,low,ps ,"ps @p1,3","ps @p1,3",low,cpu_fpga_fallback:low,"cpu_fpga_fallback:low via ps @p1,3"
1708.08917v1,1708.08917,CirCNN: Accelerating and Compressing Deep Neural Networks Using Block-CirculantWeight Matrices,2017,cs.CV,cs.CV|cs.AI|cs.LG|stat.ML,LLM-inference-on-FPGA-papers/papers/1708.08917v1.pdf,5771c817206b9b4806f94970fed62dd9bd0ee6d58192216e9fd64600629fe60c,14,yes,ok,full_paper,decode;inference,0.18,low,tensor,"tensor@p5,6,13","tensor@p5,6,13",none,,,,low,microarchitecture,"microarchitecture@p13,14","microarchitecture@p13,14",low, rtl, rtl@p11,rtl@p11,medium,pipeline;memory hierarchy,"pipeline@p1,8,13,14;memory hierarchy@p7,9,10,13","pipeline@p1,8,13,14;memory hierarchy@p7,9,10,13",medium,ps ;processing system,"ps @p3,5,8,10,12,13;processing system@p12,13,14","ps @p3,5,8,10,12,13;processing system@p12,13,14",medium,dataflow:medium;cpu_fpga_fallback:medium;param_rtl:low,"dataflow:medium via pipeline@p1,8,13,14;memory hierarchy@p7,9,10,13"
1708.09619v1,1708.09619,The UTMOST: A hybrid digital signal processor transforms the MOST,2017,astro-ph.IM,astro-ph.IM,LLM-inference-on-FPGA-papers/papers/1708.09619v1.pdf,1f3107ed735b9fd63627da8a1e24cd21439c315190dfa95bb48d3c1f6654dc93,12,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,medium,pipeline;tiling,"pipeline@p6,9;tiling@p8","pipeline@p6,9;tiling@p8",high,hybrid;host;ps ; cpu,"hybrid@p1,3,5,7,9,11;host@p1;ps @p1,2,3,4,5,6,7,9; cpu@p2,3,6,7","hybrid@p1,3,5,7,9,11;host@p1;ps @p1,2,3,4,5,6,7,9;cpu@p2,3,6,7",low,cpu_fpga_fallback:high;dataflow:medium,"cpu_fpga_fallback:high via hybrid@p1,3,5,7,9,11;host@p1;ps @p1,2,3,4,5,6,7,9; cpu@p2,3,6,7"
1709.00612v1,1709.00612,Online Data Reduction for the Belle II Experiment using DATCON,2017,hep-ex,hep-ex,LLM-inference-on-FPGA-papers/papers/1709.00612v1.pdf,92702512ec19c07e6c5f1da2507d35642afcaff719fccfabc1cb1a42bf4786c6,8,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,low,pipeline,pipeline@p3,pipeline@p3,medium,ps ;host,"ps @p2,5;host@p4","ps @p2,5;host@p4",low,cpu_fpga_fallback:medium;dataflow:low,"cpu_fpga_fallback:medium via ps @p2,5;host@p4"
1710.09975v1,1710.09975,A Single-Channel Architecture for Algebraic Integer Based 8$\times$8 2-D DCT Computation,2017,cs.AR,cs.AR|cs.MM|stat.ME,LLM-inference-on-FPGA-papers/papers/1710.09975v1.pdf,762d9e6d7b25280fce2f446f4d62313dd0bf9d3ef3bab4e6165fa7c112274613,8,yes,ok,full_paper,decode,0.09,none,,,,none,,,,none,,,,none,,,,none,,,,low,ps ,ps @p4,ps @p4,low,cpu_fpga_fallback:low,cpu_fpga_fallback:low via ps @p4
1710.10296v3,1710.10296,The implementation of a Deep Recurrent Neural Network Language Model on a Xilinx FPGA,2017,cs.NE,cs.NE|cs.AR,LLM-inference-on-FPGA-papers/papers/1710.10296v3.pdf,4202c548fee6ff5955ac87cc53f804959a9d01b8e6ac92c53c81219fd72effc8,10,yes,ok,full_paper,,0.00,low,tensor,tensor@p2,tensor@p2,low, hls, hls@p8,hls@p8,low,overlay,"overlay@p1,2,4,5,7","overlay@p1,2,4,5,7",medium, rtl;verilog, rtl@p4;verilog@p7,rtl@p4;verilog@p7,none,,,,high, cpu;processing system;ps ," cpu@p1,2,4,5;processing system@p1,2;ps @p1,5,7,8","cpu@p1,2,4,5;processing system@p1,2;ps @p1,5,7,8",low,cpu_fpga_fallback:high;param_rtl:medium;overlay:low,"cpu_fpga_fallback:high via  cpu@p1,2,4,5;processing system@p1,2;ps @p1,5,7,8"
1710.11200v1,1710.11200,VLSI Computational Architectures for the Arithmetic Cosine Transform,2017,cs.AR,cs.AR|cs.DS|cs.MM|math.NA|stat.ME,LLM-inference-on-FPGA-papers/papers/1710.11200v1.pdf,71710080456e2c9fe7478094073ce94675d707c6a971f0ca34bab417999e4f88,8,yes,ok,full_paper, llm;attention,0.18,none,,,,none,,,,none,,,,low, rtl, rtl@p4,rtl@p4,medium,pipeline;systolic,"pipeline@p3,4;systolic@p6","pipeline@p3,4;systolic@p6",low,hybrid,hybrid@p8,hybrid@p8,medium,dataflow:medium;param_rtl:low;cpu_fpga_fallback:low,"dataflow:medium via pipeline@p3,4;systolic@p6"
1711.04471v1,1711.04471,Domain-Specific Acceleration and Auto-Parallelization of Legacy Scientific Code in FORTRAN 77 using Source-to-Source Compilation,2017,cs.MS,cs.MS|cs.DC|math.NA,LLM-inference-on-FPGA-papers/papers/1711.04471v1.pdf,9d910d0dd4d14a58219146e0a67a58e822b55d171730259a875e6c9b71aa5366,12,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,none,,,,high, cpu;offload;host;ps ;heterogeneous," cpu@p1,3,8,9,11;offload@p1,3,4,6,10;host@p1,3,4,6,7,8;ps @p1,5,6,7,8;heterogeneous@p1,3","cpu@p1,3,8,9,11;offload@p1,3,4,6,10;host@p1,3,4,6,7,8;ps @p1,5,6,7,8;heterogeneous@p1,3",low,cpu_fpga_fallback:high,"cpu_fpga_fallback:high via  cpu@p1,3,8,9,11;offload@p1,3,4,6,10;host@p1,3,4,6,7,8;ps @p1,5,6,7,8;heterogeneous@p1,3"
1711.06613v1,1711.06613,P4-compatible High-level Synthesis of Low Latency 100 Gb/s Streaming Packet Parsers in FPGAs,2017,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/1711.06613v1.pdf,cc92370f5b5771d282f7d5c4525d56f15e941dbea442cc4b3810f7b22668d2cf,7,yes,ok,full_paper,,0.00,none,,,,high,high-level synthesis; hls;vivado hls,"high-level synthesis@p1; hls@p1,3,5,7;vivado hls@p1,5","high-level synthesis@p1;hls@p1,3,5,7;vivado hls@p1,5",low,microarchitecture,microarchitecture@p3,microarchitecture@p3,high, rtl;vhdl;synthesizable," rtl@p1,4,5;vhdl@p2,5,6;synthesizable@p5","rtl@p1,4,5;vhdl@p2,5,6;synthesizable@p5",medium,streaming;pipeline,"streaming@p1,2,3,5,7;pipeline@p1,2,3,4,5,6","streaming@p1,2,3,5,7;pipeline@p1,2,3,4,5,6",high,ps ;hybrid;heterogeneous,"ps @p2,3,4,6;hybrid@p5,6;heterogeneous@p7","ps @p2,3,4,6;hybrid@p5,6;heterogeneous@p7",low,param_rtl:high;hls:high;cpu_fpga_fallback:high,"param_rtl:high via  rtl@p1,4,5;vhdl@p2,5,6;synthesizable@p5"
1711.08740v1,1711.08740,fpgaConvNet: A Toolflow for Mapping Diverse Convolutional Neural Networks on Embedded FPGAs,2017,cs.CV,cs.CV|cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/1711.08740v1.pdf,88d17b3301faf08dd2beec23f508fb9cd5fe946a8708c145defc967a85120a6e,5,yes,ok,full_paper,inference,0.09,low,tensor,tensor@p4,tensor@p4,none,,,,none,,,,none,,,,high,dataflow;streaming;pipeline,"dataflow@p1,2,4;streaming@p2;pipeline@p2","dataflow@p1,2,4;streaming@p2;pipeline@p2",high,processing system;ps ;heterogeneous,"processing system@p1;ps @p1,4;heterogeneous@p1","processing system@p1;ps @p1,4;heterogeneous@p1",high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:low,"dataflow:high via dataflow@p1,2,4;streaming@p2;pipeline@p2"
1712.03411v1,1712.03411,FPGA with Improved Routability and Robustness in 130nm CMOS with Open-Source CAD Targetability,2017,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/1712.03411v1.pdf,e12b2be6e6c8b1bcac5f53a3f9724f1636ca8f01989938ec2f7cc8c33c20f1f2,4,yes,ok,full_paper,decode,0.09,none,,,,low,chisel,"chisel@p1,2,4","chisel@p1,2,4",low,microarchitecture,microarchitecture@p2,microarchitecture@p2,low,verilog,"verilog@p1,2,4","verilog@p1,2,4",none,,,,medium,host;ps ,"host@p1,2;ps @p3","host@p1,2;ps @p3",medium,cpu_fpga_fallback:medium;param_rtl:low;overlay:low,"cpu_fpga_fallback:medium via host@p1,2;ps @p3"
1712.04322v1,1712.04322,Tactics to Directly Map CNN graphs on Embedded FPGAs,2017,cs.DC,cs.DC|cs.AR|cs.CV,LLM-inference-on-FPGA-papers/papers/1712.04322v1.pdf,e24c31f86021d9c377a7198ba20ff64639044af397001518cd3b4c7939f06118,7,yes,ok,full_paper,inference,0.09,none,,,,none,,,,none,,,,high,vhdl;synthesizable;hardware description,"vhdl@p1,4;synthesizable@p1;hardware description@p4","vhdl@p1,4;synthesizable@p1;hardware description@p4",medium,dataflow;pipeline,"dataflow@p1,2,3,4,5,7;pipeline@p2,3","dataflow@p1,2,3,4,5,7;pipeline@p2,3",low,ps ,"ps @p2,7","ps @p2,7",high,param_rtl:high;dataflow:medium;cpu_fpga_fallback:low,"param_rtl:high via vhdl@p1,4;synthesizable@p1;hardware description@p4"
1801.06541v1,1801.06541,HGum: Messaging Framework for Hardware Accelerators,2018,cs.DC,cs.DC,LLM-inference-on-FPGA-papers/papers/1801.06541v1.pdf,d8f204cb8f662a5f33d15ea0c4650d6557ec8c1ec9f056b5d00917313002f5a2,8,yes,ok,full_paper,token;decode,0.18,none,,,,none,,,,low,microarchitecture,"microarchitecture@p4,7,8","microarchitecture@p4,7,8",medium,systemverilog;verilog,"systemverilog@p4,7;verilog@p4,7","systemverilog@p4,7;verilog@p4,7",medium,streaming;pipeline,"streaming@p1,2,4,6,8;pipeline@p1,7","streaming@p1,2,4,6,8;pipeline@p1,7",medium,host;ps ,"host@p1,2,7;ps @p2","host@p1,2,7;ps @p2",medium,param_rtl:medium;dataflow:medium;cpu_fpga_fallback:medium,"param_rtl:medium via systemverilog@p4,7;verilog@p4,7"
1803.00419v3,1803.00419,Technical Report about Tiramisu: a Three-Layered Abstraction for Hiding Hardware Complexity from DSL Compilers,2018,cs.PL,cs.PL|cs.PF,LLM-inference-on-FPGA-papers/papers/1803.00419v3.pdf,,0,no,unavailable_or_failed,metadata_fallback,,0.00,low,llvm,llvm@p1,llvm@p1,low,llvm,llvm@p1,llvm@p1,none,,,,none,,,,none,,,,medium, cpu;ps , cpu@p1;ps @p1,cpu@p1;ps @p1,low,cpu_fpga_fallback:medium;mlir_circt:low;hls:low,cpu_fpga_fallback:medium via  cpu@p1;ps @p1
1803.00521v2,1803.00521,Segmented Successive Cancellation List Polar Decoding with Tailored CRC,2018,eess.SP,eess.SP|cs.IT,LLM-inference-on-FPGA-papers/papers/1803.00521v2.pdf,876d1b74a4f705403e61b7def7d09e84ca6b2f86f0dcf9768e6092e38e70a12d,14,yes,ok,full_paper,decode,0.09,none,,,,none,,,,none,,,,none,,,,none,,,,medium,hybrid;ps ,"hybrid@p1,7,13;ps @p1,2,3,7,9,10","hybrid@p1,7,13;ps @p1,2,3,7,9,10",medium,cpu_fpga_fallback:medium,"cpu_fpga_fallback:medium via hybrid@p1,7,13;ps @p1,2,3,7,9,10"
1803.05468v1,1803.05468,Hardware Implementation of a Fast Algorithm for the Reconstruction of Muon Tracks in ATLAS Muon Drift-Tube Chambers for the First-Level Muon Trigger at the HL-LHC,2018,physics.ins-det,physics.ins-det|hep-ex,LLM-inference-on-FPGA-papers/papers/1803.05468v1.pdf,189f7924a06ae79702d76525d97cb6b22c52c529c0043647b9f50a397e78a7e4,5,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,none,,,,low,ps ,"ps @p2,3,4","ps @p2,3,4",low,cpu_fpga_fallback:low,"cpu_fpga_fallback:low via ps @p2,3,4"
1803.06305v1,1803.06305,C-LSTM: Enabling Efficient LSTM using Structured Compression Techniques on FPGAs,2018,cs.LG,cs.LG|cs.AR,LLM-inference-on-FPGA-papers/papers/1803.06305v1.pdf,76b4f6b68967486a0bb8395389f0d8264ab9cd6ac3db539f53c3c1e79b0e0436,10,yes,ok,full_paper,decode;inference,0.18,low,tensor,"tensor@p7,10","tensor@p7,10",high, hls;high-level synthesis;high level synthesis, hls@p8;high-level synthesis@p10;high level synthesis@p10,hls@p8;high-level synthesis@p10;high level synthesis@p10,none,,,,low, rtl, rtl@p1,rtl@p1,medium,pipeline;systolic,"pipeline@p1,2,4,5,6,7,8;systolic@p9,10","pipeline@p1,2,4,5,6,7,8;systolic@p9,10",high,ps ; cpu;host;heterogeneous;hybrid;co-design,"ps @p1,6,8,9; cpu@p8,10;host@p8;heterogeneous@p9,10;hybrid@p10;co-design@p10","ps @p1,6,8,9;cpu@p8,10;host@p8;heterogeneous@p9,10;hybrid@p10",high,cpu_fpga_fallback:high;hls:high;dataflow:medium,"cpu_fpga_fallback:high via ps @p1,6,8,9; cpu@p8,10;host@p8;heterogeneous@p9,10;hybrid@p10;co-design@p10"
1803.09004v1,1803.09004,Face Recognition with Hybrid Efficient Convolution Algorithms on FPGAs,2018,cs.CV,cs.CV|cs.DC,LLM-inference-on-FPGA-papers/papers/1803.09004v1.pdf,3bde7dd208d35b1399a0bf45442e51c871997e73d900fc8cece3fafa47ffde6d,7,yes,ok,full_paper,inference,0.09,none,,,,high,high-level synthesis; hls;vivado hls;high level synthesis,"high-level synthesis@p1; hls@p1,3,5,6;vivado hls@p3,5,6;high level synthesis@p7","high-level synthesis@p1;hls@p1,3,5,6;vivado hls@p3,5,6;high level synthesis@p7",none,,,,none,,,,low,pipeline,pipeline@p2,pipeline@p2,high,hybrid;ps ; cpu;cpu-fpga,"hybrid@p1,3,6;ps @p2,5,6; cpu@p6,7;cpu-fpga@p7","hybrid@p1,3,6;ps @p2,5,6;cpu@p6,7;cpu-fpga@p7",high,hls:high;cpu_fpga_fallback:high;dataflow:low,"hls:high via high-level synthesis@p1; hls@p1,3,5,6;vivado hls@p3,5,6;high level synthesis@p7"
1805.02094v2,1805.02094,Exploring Hyper-Parameter Optimization for Neural Machine Translation on GPU Architectures,2018,cs.CL,cs.CL,LLM-inference-on-FPGA-papers/papers/1805.02094v2.pdf,5b16b611e824f9fd00e60b29470ee07b2fc6db0bf51e56a81fd00d21f84895d4,12,yes,ok,full_paper,transformer;attention;token;decode,0.36,low,tensor,tensor@p10,tensor@p10,none,,,,none,,,,none,,,,none,,,,high,heterogeneous; cpu;processing system,"heterogeneous@p1; cpu@p4,6;processing system@p12","heterogeneous@p1;cpu@p4,6;processing system@p12",high,cpu_fpga_fallback:high;mlir_circt:low,"cpu_fpga_fallback:high via heterogeneous@p1; cpu@p4,6;processing system@p12"
